2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:27		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:28		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:29		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:41		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
